domain,q_id,k,total_parts,hit_parts,mean_part_recall,total_items,mean_item_coverage,all_parts_items,all_parts_rate,weighted_item_coverage,weighted_evidence_score,core_item_coverage,core_evidence_recall,zero_hit_items,answer_facts,strict_answer_facts,answer_fact_coverage,mean_answer_fact_input_coverage,answer_groups,hit_answer_groups,numeric_group_coverage,numeric_question_complete,strict_multi_input_fact_count,strict_multi_input_hit_count,strict_complete_input_retrieval_rate
numeric,Q01,1,,,,,,,,,,,,,3,0,0.0,0.0,2,0,0.0,False,1,0,0.0
numeric,Q01,3,,,,,,,,,,,,,3,0,0.0,0.0,2,0,0.0,False,1,0,0.0
numeric,Q01,5,,,,,,,,,,,,,3,0,0.0,0.0,2,0,0.0,False,1,0,0.0
numeric,Q01,10,,,,,,,,,,,,,3,3,1.0,1.0,2,2,1.0,True,1,1,1.0
numeric,Q01,20,,,,,,,,,,,,,3,3,1.0,1.0,2,2,1.0,True,1,1,1.0
numeric,Q01,50,,,,,,,,,,,,,3,3,1.0,1.0,2,2,1.0,True,1,1,1.0
evidence,Q02,1,12,0,0.0,9,0.0,0,0.0,0.0,0.0,0.0,0.0,9,,,,,,,,,,,
evidence,Q02,3,12,0,0.0,9,0.0,0,0.0,0.0,0.0,0.0,0.0,9,,,,,,,,,,,
evidence,Q02,5,12,3,0.25,9,0.222222222222,2,0.222222222222,0.176470588235,0.176470588235,0.0,0.0,7,,,,,,,,,,,
evidence,Q02,10,12,5,0.416666666667,9,0.333333333333,2,0.222222222222,0.352941176471,0.176470588235,0.333333333333,0.0,5,,,,,,,,,,,
evidence,Q02,20,12,11,0.916666666667,9,0.888888888889,8,0.888888888889,0.970588235294,0.970588235294,1.0,1.0,1,,,,,,,,,,,
